Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Semi Ojeleye,,,SF,3500,BOS,MEM,1,120,8,6,106,109,1%,3,2,2,14,14,14,5.3,6.4,0.9,11.8,17.5,8.8,2.5,14.6,10.9,3.1
Bruno Fernando,,,PF,3500,ATL,LAC,1,111,16,11,105,105,-4%,6,5,3,17,15,12,13.6,10.1,3.5,16.8,17.0,16.8,4.8,18.8,28.3,8.1
Quinndary Weatherspoon,,O,SG,3500,SAS,@NOR,1,116,,,106,110,8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Keldon Johnson,,,SF,3500,SAS,@NOR,1,116,,,106,110,8%,2,2,2,3,3,3,2.2,2.2,-0.9,5.3,0.0,0.0,0.0,0,0.0,0.0
Al-Farouq Aminu,,O,PF,3500,ORL,OKC,1,106,13,8,101,106,-12%,5,5,5,19,20,22,13.1,16.2,6.7,25.8,0.0,0.0,0.0,0,0.0,0.0
DeMarre Carroll,,O,SF,3500,SAS,@NOR,1,116,,,106,110,3%,1,1,2,2,5,9,2.5,5.9,2.0,9.9,0.0,0.0,0.0,0,0.0,0.0
Jake Layman,,O,SF,3500,MIN,@CHI,1,109,17,10,102,105,3%,11,10,10,32,31,27,23.2,19.0,12.0,26.1,0.0,0.0,0.0,0,0.0,0.0
Miye Oni,,O,SG,3500,UTA,@GSW,1,114,,,103,109,9%,0,0,0,3,3,3,0.1,0.1,-1.0,1.2,0.0,0.0,0.0,0,0.0,0.0
Jaylen Nowell,,O,PG,3500,MIN,@CHI,1,109,,,102,105,-16%,8,5,4,11,13,12,7.7,6.6,1.4,11.7,0.0,0.0,0.0,0,0.0,0.0
Yogi Ferrell,,,PG,3500,SAC,@DET,1,112,19,13,101,109,3%,4,4,4,7,7,13,7.5,9.5,3.3,15.7,0.0,0.0,0.0,7.9,2.0,0.6
Bol Bol,,O,C,3500,DEN,@HOU,1,109,,,106,107,-2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Justin Wright-Foreman,,O,PG,3500,UTA,@GSW,1,114,,,103,109,9%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Justin James,,,SG,3500,SAC,@DET,1,112,,,101,109,3%,2,2,3,6,5,9,3.4,6.8,-1.1,14.7,0.0,0.0,0.0,1.5,4.0,1.1
Ed Davis,,,PF,3500,UTA,@GSW,1,114,,,103,109,-1%,1,1,1,6,8,11,4.7,8.6,4.2,13.0,0.0,0.0,0.0,7.3,6.8,1.9
Denzel Valentine,,,SF,3500,CHI,MIN,1,111,,,105,108,5%,1,2,5,2,6,11,4.8,11.1,1.7,20.5,0.0,0.0,0.0,0,0.0,0.0
Noah Vonleh,,,PF,3500,MIN,@CHI,1,109,14,16,102,105,11%,4,3,3,11,11,13,12.0,12.2,5.6,18.8,0.0,0.0,0.0,0,0.0,0.0
Marial Shayok,,O,SG,3500,PHI,@TOR,1,105,,,103,101,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Luka Samanic,,O,PF,3500,SAS,@NOR,1,116,,,106,110,6%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Oshae Brissett,,O,SF,3500,TOR,PHI,1,111,,,101,103,-10%,3,4,2,6,12,9,8.0,5.2,-1.8,12.3,0.0,0.0,0.0,0,0.0,0.0
Vlatko Cancar,,,SF,3500,DEN,@HOU,1,109,,,106,107,8%,1,0,0,1,2,2,0.7,1.2,-0.6,2.9,0.0,0.0,0.0,3.3,7.7,2.2
Juwan Morgan,,,PF,3500,UTA,@GSW,1,114,,,103,109,-1%,0,1,1,4,4,4,1.1,1.4,-0.7,3.5,0.0,0.0,0.0,6,5.4,1.5
Jalen Lecque,,O,PG,3500,PHO,IND,1,110,,,101,105,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Rayjon Tucker,,,PG,3500,UTA,@GSW,1,114,,,103,109,9%,2,1,1,4,5,6,1.6,2.7,0.7,4.6,0.0,0.0,0.0,7.6,5.2,1.5
Kelan Martin,,O,SF,3500,MIN,@CHI,1,109,16,6,102,105,11%,8,8,6,17,24,17,16.4,11.7,3.2,20.3,0.0,0.0,0.0,0,0.0,0.0
Louis King,,,SF,3500,DET,SAC,1,110,,,100,109,-10%,1,2,2,2,3,3,3.2,3.2,-0.5,7.0,0.0,0.0,0.0,1.5,1.2,0.3
Tariq Owens,,O,C,3500,PHO,IND,1,110,,,101,105,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jared Harper,,O,PG,3500,PHO,IND,1,110,,,101,105,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Jordan Bell,,,PF,3500,MIN,@CHI,1,109,,,102,105,11%,1,2,2,5,4,9,4.8,8.3,1.6,15.0,0.0,0.0,0.0,0,0.0,0.0
DaQuan Jeffries,,,SF,3500,SAC,@DET,1,112,,,101,109,3%,1,1,1,5,5,5,2.4,2.4,-1.0,5.7,0.0,0.0,0.0,1.5,0.0,0.0
Zylan Cheatham,,O,PF,3500,NOR,SAS,1,120,,,103,110,-1%,1,2,2,8,10,10,4.7,4.7,0.5,9.0,0.0,0.0,0.0,0,0.0,0.0
Vic Law,,O,SF,3500,ORL,OKC,1,106,,,101,106,-12%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Max Strus,,O,SF,3500,CHI,MIN,1,111,,,105,108,2%,2,2,2,3,3,3,3.1,3.1,-1.3,7.5,0.0,0.0,0.0,0,0.0,0.0
Matt Thomas,,,SG,3500,TOR,PHI,1,111,,,101,103,-8%,1,5,4,4,11,11,7.7,7.4,2.7,12.0,0.0,0.0,0.0,0,0.0,0.0
Brian Bowen,,O,SG,3500,IND,@PHO,1,112,,,104,108,0%,1,1,1,4,3,3,2.1,2.1,1.2,3.0,0.0,0.0,0.0,0,0.0,0.0
Jordan Bone,,,PG,3500,DET,SAC,1,110,,,100,109,-5%,2,2,2,5,4,4,1.6,1.6,-1.4,4.7,0.0,0.0,0.0,1.5,0.0,0.0
Goga Bitadze,,,C,3500,IND,@PHO,1,112,16,12,104,108,1%,5,3,3,8,7,9,5.4,8.4,-0.4,17.3,0.0,0.0,0.0,3.6,7.1,2.0
Alen Smailagic,,O,PF,3500,GSW,UTA,1,106,,,101,105,-5%,2,3,3,10,8,10,7.5,9.7,5.5,13.9,0.0,0.0,0.0,0,0.0,0.0
Adam Mokoka,,,SG,3500,CHI,MIN,1,111,,,105,108,2%,3,3,3,3,3,3,1.2,1.2,-0.5,2.9,0.0,0.0,0.0,0,0.0,0.0
Chris Clemons,,,PG,3500,HOU,DEN,1,119,,,100,106,-6%,7,6,5,10,12,9,12.6,8.1,-2.1,18.3,0.0,0.0,0.0,3.6,1.5,0.4
William Howard,,O,SF,3500,HOU,DEN,1,119,,,100,106,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Nigel Williams-Goss,,O,PG,3500,UTA,@GSW,1,114,,,103,109,9%,1,1,1,3,4,3,4.2,2.4,-0.5,5.3,0.0,0.0,0.0,0,0.0,0.0
Raul Neto,,,PG,3500,PHI,@TOR,1,105,18,12,103,101,-3%,6,4,3,12,10,11,9.7,8.2,1.4,15.1,12.5,10.0,2.9,11.5,8.4,2.4
Luguentz Dort,,,SG,3500,OKC,@ORL,1,104,,,100,104,-3%,7,5,4,26,20,19,8.6,7.7,3.4,11.9,24.5,13.2,3.8,25.9,14.0,4.0
Kyle Guy,,,SG,3500,SAC,@DET,1,112,,,101,109,3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Drew Eubanks,,O,C,3500,SAS,@NOR,1,116,,,106,110,1%,1,2,2,2,7,6,7.9,6.0,-1.3,13.4,0.0,0.0,0.0,0,0.0,0.0
Terrance Ferguson,,O,SG,3500,OKC,@ORL,1,104,9,5,100,104,0%,6,5,5,25,27,27,13.5,11.2,5.9,16.4,0.0,0.0,0.0,0,0.0,0.0
Stanley Johnson,,,SF,3500,TOR,PHI,1,111,,,101,103,-4%,1,2,2,4,8,5,4.2,3.4,-0.1,6.9,0.0,0.0,0.0,0,0.0,0.0
Jonah Bolden,,,PF,3500,PHI,@TOR,1,105,,,103,101,3%,1,1,1,6,5,5,2.1,2.1,-0.9,5.1,0.0,0.0,0.0,0,0.0,0.0
TJ Leaf,,,PF,3500,IND,@PHO,1,112,,,104,108,0%,2,2,3,4,3,8,1.5,7.8,-1.1,16.6,0.0,0.0,0.0,0,0.0,0.0
Georges Niang,,,PF,3500,UTA,@GSW,1,114,16,13,103,109,3%,8,6,5,18,17,14,10.3,9.8,3.1,16.5,16.0,10.8,3.1,21.5,19.9,5.7
Kevon Looney,,O,C,3500,GSW,UTA,1,106,,,101,105,-7%,2,3,3,7,10,11,6.2,7.6,4.0,11.1,0.0,0.0,0.0,0,0.0,0.0
Josh Gray,,O,PG,3500,NOR,SAS,1,120,,,103,110,7%,1,1,1,11,8,8,0.8,0.8,-1.0,2.6,0.0,0.0,0.0,0,0.0,0.0
Shaquille Harrison,,,PG,3500,CHI,MIN,1,111,,,105,108,2%,3,2,2,5,3,7,3.7,7.5,-2.5,17.4,0.0,0.0,0.0,0,0.0,0.0
Amile Jefferson,,,PF,3500,ORL,OKC,1,106,,,101,106,-12%,2,1,1,3,6,5,3.5,3.4,-1.0,7.9,0.0,0.0,0.0,0,0.0,0.0
Trey Burke,,,PG,3500,PHI,@TOR,1,105,21,17,103,101,-3%,4,5,6,7,12,14,9.2,12.3,1.7,23.0,0.0,0.0,0.0,0,0.0,0.0
Darius Miller,,O,SF,3500,NOR,SAS,1,120,,,103,110,0%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Wendell Carter,,O,C,3500,CHI,MIN,1,111,16,16,105,108,0%,11,9,9,36,31,31,30.1,29.7,21.8,37.6,0.0,0.0,0.0,0,0.0,0.0
Tyson Chandler,,,C,3500,HOU,DEN,1,119,,,100,106,-3%,0,0,1,6,9,9,4.0,6.2,-0.2,12.7,0.0,0.0,0.0,0,0.0,0.0
Zhaire Smith,,O,SG,3500,PHI,@TOR,1,105,,,103,101,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mohamed Bamba,,,C,3500,ORL,OKC,1,106,,,101,106,-2%,5,5,5,15,15,15,20.4,17.2,9.6,24.8,15.0,16.2,4.6,13,8.9,2.5
Jonathan Isaac,,O,SF,3500,ORL,OKC,1,106,18,17,101,106,-12%,13,10,10,31,31,31,39.8,33.8,21.4,46.2,0.0,0.0,0.0,0,0.0,0.0
Abdel Nader,,O,SF,3500,OKC,@ORL,1,104,16,11,100,104,-5%,3,3,5,11,10,16,7.4,10.0,3.0,17.0,0.0,0.0,0.0,0,0.0,0.0
Blake Griffin,,O,PF,3500,DET,SAC,1,110,28,12,100,109,-10%,14,14,14,28,29,29,24.5,27.3,19.4,35.1,0.0,0.0,0.0,0,0.0,0.0
Justin Patton,,,C,3500,OKC,@ORL,1,104,,,100,104,-8%,3,2,2,6,5,5,3.2,3.2,1.4,5.0,0.0,0.0,0.0,0,0.0,0.0
Stephen Curry,,O,PG,3500,GSW,UTA,1,106,,,101,105,-2%,14,17,17,26,28,28,37.5,37.5,25.6,49.4,0.0,0.0,0.0,0,0.0,0.0
Tyler Johnson,,,PG,3500,PHO,IND,1,110,17,8,101,105,-3%,5,5,6,12,11,17,6.6,11.9,5.3,18.4,0.0,0.0,0.0,0,0.0,0.0
Cheick Diallo,,,PF,3500,PHO,IND,1,110,,,101,105,-6%,3,2,3,6,7,9,5.9,8.9,0.1,17.7,10.0,9.0,2.6,12.9,8.6,2.5
PJ Dozier,,,SG,3500,DEN,@HOU,1,109,,,106,107,2%,9,7,7,18,14,14,11.1,11.1,2.9,19.4,17.5,15.8,4.5,21.3,20.6,5.9
Torrey Craig,0,,SG,3500,DEN,@HOU,1,109,12,7,106,107,8%,4,4,3,21,22,14,12.8,9.1,1.3,16.9,26.5,18.4,5.3,26.9,33.4,9.5
Cristiano Felicio,,,C,3500,CHI,MIN,1,111,,,105,108,1%,2,1,1,13,10,10,4.6,4.6,0.8,8.3,13.0,10.2,2.9,21.8,25.5,7.3
Frank Kaminsky,,O,PF,3500,PHO,IND,1,110,21,15,101,105,-6%,6,7,9,18,17,23,17.1,22.2,12.1,32.3,0.0,0.0,0.0,0,0.0,0.0
Nene Hilario,,O,C,3500,HOU,DEN,1,119,,,100,106,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Langston Galloway,2,,SG,3500,DET,SAC,1,110,16,13,100,109,9%,10,7,8,27,25,26,17.9,17.5,10.5,24.5,25.5,18.5,5.3,29.4,26.2,7.5
Gerald Green,,O,SF,3500,HOU,DEN,1,119,,,100,106,-5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Juan Hernangomez,,,SF,3500,DEN,@HOU,1,109,14,6,106,107,3%,2,2,3,10,10,12,4.5,6.7,0.5,13.0,18.5,12.9,3.7,14,10.3,2.9
Kevin Hervey,,O,SF,3500,OKC,@ORL,1,104,,,100,104,-3%,0,1,1,1,2,2,1.0,1.0,-1.0,2.9,0.0,0.0,0.0,0,0.0,0.0
Elie Okobo,,,SG,3500,PHO,IND,1,110,18,14,101,105,-1%,2,3,4,12,15,12,9.7,10.5,2.1,18.9,13.0,10.2,2.9,26.6,26.5,7.6
Kenrich Williams,,O,SF,3500,NOR,SAS,1,120,10,8,103,110,-1%,2,1,4,10,9,22,5.1,15.5,5.3,25.7,0.0,0.0,0.0,0,0.0,0.0
Ryan Arcidiacono,,P,PG,3500,CHI,MIN,1,111,13,8,105,108,2%,4,4,4,9,12,15,6.2,9.2,3.2,15.2,11.5,7.8,2.2,14.7,8.2,2.3
Deonte Burton,,,SG,3500,OKC,@ORL,1,104,,,100,104,-3%,4,3,3,13,8,8,6.0,5.3,0.1,10.6,0.0,0.0,0.0,0,0.0,0.0
Norvel Pelle,,,PF,3500,PHI,@TOR,1,105,,,103,101,-9%,1,3,2,14,14,11,14.4,11.4,4.0,18.7,0.0,0.0,0.0,11.8,10.8,3.1
Malcolm Miller,,,PF,3500,TOR,PHI,1,111,,,101,103,-4%,1,0,1,3,4,6,1.0,3.0,-1.9,7.9,0.0,0.0,0.0,0,0.0,0.0
Dewan Hernandez,,O,PF,3500,TOR,PHI,1,111,,,101,103,-10%,2,1,1,2,3,3,3.6,3.6,-0.8,8.0,0.0,0.0,0.0,0,0.0,0.0
Jarrell Brantley,,O,SF,3500,UTA,@GSW,1,114,,,103,109,-1%,0,0,0,4,4,4,5.7,5.7,2.2,9.1,0.0,0.0,0.0,0,0.0,0.0
Paul Watson,,O,SG,3500,TOR,PHI,1,111,,,101,103,-8%,4,4,4,9,9,9,4.9,4.9,-0.4,10.3,0.0,0.0,0.0,0,0.0,0.0
B.J. Johnson,,,SF,3500,ORL,OKC,1,106,,,101,106,-12%,7,4,4,15,9,9,5.5,5.5,-2.4,13.3,0.0,0.0,0.0,0,0.0,0.0
Allen Crabbe,,,SG,3500,MIN,@CHI,1,109,13,7,102,105,-4%,4,4,5,17,18,19,9.1,10.9,4.3,17.4,15.0,9.0,2.6,20.3,6.4,1.8
Gary Clark,,,PF,3500,ORL,OKC,1,106,12,13,101,106,-12%,3,3,3,14,14,13,10.0,9.4,1.5,17.3,11.5,8.0,2.3,4.1,0.0,0.0
Khyri Thomas,,O,SG,3500,DET,SAC,1,110,,,100,109,9%,0,0,0,3,3,3,0.5,0.5,-0.2,1.2,0.0,0.0,0.0,0,0.0,0.0
Thabo Sefolosha,,,SF,3500,HOU,DEN,1,119,10,9,100,106,-8%,3,2,2,9,9,10,7.9,7.1,1.5,12.7,0.0,0.0,0.0,3.1,4.1,1.2
Hamidou Diallo,,,SG,3500,OKC,@ORL,1,104,18,9,100,104,0%,6,6,7,23,19,20,8.6,14.6,7.1,22.2,16.0,10.4,3.0,18,8.1,2.3
Chimezie Metu,,,C,3500,SAS,@NOR,1,116,,,106,110,6%,1,2,2,3,4,4,5.5,6.0,-1.2,13.2,0.0,0.0,0.0,0,0.0,0.0
Jacob Evans,,Q,SG,3500,GSW,UTA,1,106,19,3,101,105,-10%,5,5,5,13,15,15,9.2,8.6,1.7,15.4,0.0,0.0,0.0,18.9,9.5,2.7
Jevon Carter,,,PG,3500,PHO,IND,1,110,14,9,101,105,-1%,4,3,3,16,10,13,5.3,10.1,2.5,17.7,16.0,11.3,3.2,19.4,8.4,2.4
Michael Frazier II,,,SG,3500,HOU,DEN,1,119,,,100,106,-5%,2,2,2,4,5,5,3.4,3.4,-0.2,6.9,0.0,0.0,0.0,5.9,3.0,0.9
Shake Milton,,,PG,3500,PHI,@TOR,1,105,,,103,101,-1%,3,3,4,9,8,9,7.0,6.0,-0.3,12.2,0.0,0.0,0.0,22.5,15.8,4.5
Austin Rivers,,,PG,3500,HOU,DEN,1,119,15,9,100,106,-6%,6,7,7,22,25,23,13.3,14.8,6.9,22.7,17.0,10.3,2.9,21.1,21.3,6.1
Andre Roberson,,O,SG,3500,OKC,@ORL,1,104,,,100,104,0%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Melvin Frazier,,O,SF,3500,ORL,OKC,1,106,,,101,106,-3%,2,1,2,4,5,4,5.1,3.4,-0.1,6.9,0.0,0.0,0.0,0,0.0,0.0
Jarred Vanderbilt,,,SF,3500,DEN,@HOU,1,109,,,106,107,3%,1,0,0,3,3,3,1.0,1.0,-0.5,2.5,12.5,11.2,3.2,7.8,1.2,0.3
Alize Johnson,,,PF,3500,IND,@PHO,1,112,,,104,108,0%,2,1,1,3,2,4,2.0,3.6,0.1,7.0,0.0,0.0,0.0,0,0.0,0.0
Marco Belinelli,,,SG,3500,SAS,@NOR,1,116,17,9,106,110,-3%,8,6,6,22,15,16,14.8,10.8,5.3,16.4,0.0,0.0,0.0,17.1,9.2,2.6
Jahlil Okafor,,,C,3500,NOR,SAS,1,120,20,18,103,110,0%,13,6,6,24,13,17,18.8,17.8,5.0,30.6,0.0,0.0,0.0,0,0.0,0.0
